filter,tp_pct,sl_pct,max_days,train_n,train_ev,train_tp_rate,train_sl_rate,train_sharpe,n,tp_rate,sl_rate,win_rate,ev,std,sharpe,total_ev,val_n,val_ev,val_tp_rate,val_sl_rate,generalize
⑰ RSI5<20 + DVS>20,3.0,-2.0,5,1727,0.0634,30.63,47.13,0.0286,1727,30.63,47.13,43.49,0.0634,2.2163,0.0286,109.6,239,0.5098,38.91,41.0,True
㉑ スコア>=20 + RSI5<20,10.0,-3.0,2,12034,0.0634,1.79,20.6,0.0245,12034,1.79,20.6,46.78,0.0634,2.5913,0.0245,762.6,1563,0.225,2.11,20.67,True
⑤ RSI5 < 20（超売られすぎ）,10.0,-3.0,2,12034,0.0634,1.79,20.6,0.0245,12034,1.79,20.6,46.78,0.0634,2.5913,0.0245,762.6,1563,0.225,2.11,20.67,True
⑱ RSI5<20 + 出来高1.5倍,5.0,-1.0,2,1737,0.0634,7.37,63.39,0.0349,1737,7.37,63.39,30.28,0.0634,1.8144,0.0349,110.0,231,0.2051,8.66,59.31,True
㊵ 月初め + DVS>0,7.0,-1.0,5,142489,0.0633,5.89,74.95,0.0283,142489,5.89,74.95,23.02,0.0633,2.236,0.0283,9021.0,17448,0.6149,9.7,66.39,True
㉝ 水・木 + RSI5<20,3.0,-1.5,1,4841,0.0633,7.83,27.95,0.0454,4841,7.83,27.95,47.1,0.0633,1.3947,0.0454,306.2,691,0.1021,8.25,26.48,True
㉛ 高位株(3000円〜),5.0,-1.5,5,153282,0.0633,13.77,63.4,0.0263,153282,13.77,63.4,32.49,0.0633,2.4015,0.0263,9695.8,37027,0.114,16.42,64.68,True
⑧ DVS > 0（買い越し）,5.0,-3.0,5,960484,0.0632,17.43,36.66,0.0209,960484,17.43,36.66,45.2,0.0632,3.018,0.0209,60692.0,126293,0.0793,20.66,40.62,True
② RSI5 < 40（現行）,10.0,-5.0,3,101385,0.0631,2.74,11.82,0.0194,101385,2.74,11.82,48.62,0.0631,3.2534,0.0194,6395.0,14065,0.1509,3.42,14.7,True
㉗ 直近5日-5%以下,10.0,-2.0,3,12045,0.0631,6.63,65.45,0.0177,12045,6.63,65.45,29.86,0.0631,3.5673,0.0177,759.5,2399,-0.0718,6.42,67.61,False
④ RSI5 < 25,10.0,-2.0,2,23523,0.063,1.36,34.89,0.0272,23523,1.36,34.89,43.77,0.063,2.3158,0.0272,1482.2,3185,0.1182,1.6,35.32,True
㊶ 直近5日-5% + DVS>0,7.0,-1.0,5,7435,0.063,11.02,83.86,0.0243,7435,11.02,83.86,15.92,0.063,2.5923,0.0243,468.0,1614,-0.0815,9.05,85.07,False
⑨ DVS > 10,7.0,-1.0,5,873764,0.063,5.59,74.36,0.0285,873764,5.59,74.36,23.56,0.063,2.2119,0.0285,55076.5,115455,0.0917,6.89,75.55,True
④ RSI5 < 25,5.0,-3.0,3,23523,0.0627,11.53,27.7,0.0236,23523,11.53,27.7,47.38,0.0627,2.6548,0.0236,1474.7,3148,0.227,12.8,27.73,True
⑨ DVS > 10,10.0,-1.5,3,873764,0.0626,1.91,54.26,0.0261,873764,1.91,54.26,36.07,0.0626,2.4024,0.0261,54714.4,116180,0.1207,2.76,57.12,True
㊴ 月末除外(最終2営業日を除く),7.0,-3.0,3,940499,0.0623,5.56,26.54,0.0225,940499,5.56,26.54,45.97,0.0623,2.7691,0.0225,58618.9,124727,0.095,7.34,31.36,True
㊳ 月初め(1〜3営業日),7.0,-2.0,5,155548,0.0622,8.67,54.75,0.0214,155548,8.67,54.75,36.27,0.0622,2.9119,0.0214,9671.5,19116,0.9131,14.1,45.69,True
㉞ RSI5<10 + 水・木,5.0,-2.0,1,778,0.0619,3.98,21.34,0.0364,778,3.98,21.34,46.79,0.0619,1.7024,0.0364,48.2,98,0.1278,4.08,14.29,True
㉓ 水・木のみ,10.0,-5.0,2,428380,0.0618,1.78,7.08,0.0225,428380,1.78,7.08,48.5,0.0618,2.7486,0.0225,26462.9,56155,0.0404,2.68,9.91,True
⑦ RSI5 < 10（極端売られすぎ）,3.0,-1.0,3,1909,0.0616,19.38,64.43,0.0382,1909,19.38,64.43,31.48,0.0616,1.6146,0.0382,117.6,222,0.288,22.97,57.21,True
㊴ 月末除外(最終2営業日を除く),5.0,-1.5,5,940499,0.0615,13.14,61.77,0.026,940499,13.14,61.77,33.03,0.0615,2.3647,0.026,57871.7,123731,0.0655,14.93,63.86,True
⑩ DVS > 20（強い買い越し）,10.0,-1.5,3,720307,0.0615,1.98,54.59,0.0254,720307,1.98,54.59,35.86,0.0615,2.417,0.0254,44295.7,94295,0.1181,2.9,57.58,True
⑰ RSI5<20 + DVS>20,10.0,-1.0,2,1727,0.0612,1.33,59.99,0.031,1727,1.33,59.99,31.27,0.0612,1.9738,0.031,105.7,246,0.2722,2.03,59.76,True
㉕ RSI5<15 + DVS>0 + 月曜除外,10.0,-1.0,2,2195,0.0612,1.59,59.82,0.0311,2195,1.59,59.82,31.44,0.0612,1.9679,0.0311,134.3,329,0.2044,1.82,62.31,True
㊸ 直近5日-3% + 月曜除外,10.0,-1.0,1,26510,0.0611,0.76,57.09,0.0347,26510,0.76,57.09,34.06,0.0611,1.7605,0.0347,1621.0,5341,0.0562,0.95,55.91,True
① 全シグナル（ベースライン）,5.0,-5.0,5,1050137,0.061,19.34,17.88,0.0177,1050137,19.34,17.88,49.74,0.061,3.4442,0.0177,64014.8,136883,0.0875,23.3,21.65,True
㉛ 高位株(3000円〜),5.0,-2.0,5,153282,0.0606,15.62,53.8,0.0227,153282,15.62,53.8,38.35,0.0606,2.6725,0.0227,9288.1,37027,0.1274,19.16,56.05,True
㉜ 水・木 + DVS>10,10.0,-5.0,2,357600,0.0606,1.81,7.05,0.022,357600,1.81,7.05,48.42,0.0606,2.7541,0.022,21682.1,47235,0.0741,2.81,9.77,True
⑲ RSI5<15 + DVS>0,5.0,-1.0,5,2700,0.0606,11.15,72.15,0.0301,2700,11.15,72.15,25.11,0.0606,2.0147,0.0301,163.5,384,0.2037,12.5,70.83,True
㊷ 直近5日-5% + RSI5<20,5.0,-2.0,5,3526,0.0606,23.09,63.53,0.0204,3526,23.09,63.53,33.52,0.0606,2.9724,0.0204,213.5,547,0.3165,24.31,56.86,True
㊴ 月末除外(最終2営業日を除く),7.0,-2.0,3,940499,0.0606,4.83,42.5,0.0244,940499,4.83,42.5,41.41,0.0606,2.4789,0.0244,56985.0,124727,0.0941,6.23,46.47,True
⑰ RSI5<20 + DVS>20,7.0,-1.0,2,1727,0.0605,3.47,59.87,0.0322,1727,3.47,59.87,31.44,0.0605,1.8806,0.0322,104.5,246,0.2218,4.07,59.76,True
㉔ RSI5<20 + 月曜除外,3.0,-2.0,3,9742,0.0604,24.19,40.95,0.0292,9742,24.19,40.95,45.94,0.0604,2.0659,0.0292,588.2,1330,0.2492,27.67,38.57,True
㉝ 水・木 + RSI5<20,1.5,-5.0,3,4841,0.0604,57.41,9.54,0.0282,4841,57.41,9.54,65.96,0.0604,2.1422,0.0282,292.6,691,0.3084,63.68,8.25,True
④ RSI5 < 25,10.0,-3.0,2,23523,0.0601,1.56,20.08,0.0236,23523,1.56,20.08,47.12,0.0601,2.5498,0.0236,1414.4,3185,0.1489,1.95,21.16,True
⑱ RSI5<20 + 出来高1.5倍,7.0,-1.5,1,1737,0.0601,2.82,36.56,0.0319,1737,2.82,36.56,40.76,0.0601,1.8799,0.0319,104.3,241,0.0636,0.83,33.2,True
㉝ 水・木 + RSI5<20,2.0,-2.0,2,4841,0.0601,32.99,30.82,0.0359,4841,32.99,30.82,50.98,0.0601,1.6746,0.0359,290.8,691,0.1596,37.19,29.38,True
㉔ RSI5<20 + 月曜除外,10.0,-5.0,2,9742,0.0601,1.95,8.43,0.0212,9742,1.95,8.43,48.94,0.0601,2.84,0.0212,585.9,1330,0.2275,2.18,8.2,True
㉛ 高位株(3000円〜),7.0,-5.0,5,153282,0.06,10.58,19.03,0.016,153282,10.58,19.03,48.36,0.06,3.7389,0.016,9192.9,37027,0.2671,15.58,22.86,True
㊳ 月初め(1〜3営業日),7.0,-1.0,5,155548,0.06,5.87,74.93,0.0269,155548,5.87,74.93,23.01,0.06,2.2313,0.0269,9338.7,19116,0.611,9.71,66.33,True
㉕ RSI5<15 + DVS>0 + 月曜除外,7.0,-1.5,2,2195,0.06,3.64,45.74,0.0287,2195,3.64,45.74,39.18,0.06,2.0872,0.0287,131.7,329,0.1595,5.17,48.63,True
⑩ DVS > 20（強い買い越し）,7.0,-1.0,5,720307,0.0599,5.66,74.59,0.027,720307,5.66,74.59,23.37,0.0599,2.216,0.027,43117.2,93736,0.0848,6.99,75.89,True
㊷ 直近5日-5% + RSI5<20,10.0,-1.0,1,3526,0.0598,1.33,60.92,0.0309,3526,1.33,60.92,31.34,0.0598,1.9351,0.0309,211.0,572,0.1156,1.4,61.19,True
㉕ RSI5<15 + DVS>0 + 月曜除外,3.0,-1.5,5,2195,0.0598,26.29,56.45,0.0303,2195,26.29,56.45,38.22,0.0598,1.9732,0.0303,131.3,325,0.2335,32.92,54.77,True
㉓ 水・木のみ,7.0,-1.5,2,428380,0.0598,2.69,45.17,0.0298,428380,2.69,45.17,40.35,0.0598,2.0102,0.0298,25628.2,56155,0.0557,3.42,48.56,True
㊸ 直近5日-3% + 月曜除外,5.0,-3.0,5,26510,0.0596,25.77,48.42,0.0174,26510,25.77,48.42,42.6,0.0596,3.4282,0.0174,1580.4,5188,-0.038,24.56,50.0,False
㉛ 高位株(3000円〜),5.0,-1.0,5,153282,0.0596,11.04,74.32,0.0292,153282,11.04,74.32,24.21,0.0596,2.0425,0.0292,9134.7,37027,0.0803,12.73,75.29,True
① 全シグナル（ベースライン）,10.0,-5.0,3,1050137,0.0594,2.91,11.06,0.0184,1050137,2.91,11.06,47.82,0.0594,3.2385,0.0184,62412.6,137881,0.0999,4.34,15.06,True
㉔ RSI5<20 + 月曜除外,2.0,-3.0,5,9742,0.0594,50.68,30.05,0.0267,9742,50.68,30.05,58.42,0.0594,2.2264,0.0267,579.1,1290,0.2672,56.36,27.44,True
⑯ RSI5<20 + DVS>0,5.0,-1.0,3,6328,0.0594,7.49,66.31,0.0321,6328,7.49,66.31,29.11,0.0594,1.8488,0.0321,376.0,869,0.1563,8.17,65.59,True
㉕ RSI5<15 + DVS>0 + 月曜除外,5.0,-1.0,5,2195,0.0593,10.75,71.75,0.0297,2195,10.75,71.75,25.38,0.0593,1.9986,0.0297,130.2,325,0.2473,12.62,69.54,True
㊲ MA200上方(+5%以上),5.0,-5.0,5,414127,0.0592,22.08,20.68,0.0163,414127,22.08,20.68,49.97,0.0592,3.6233,0.0163,24526.8,86037,0.2158,26.14,22.83,True
㉒ 月曜エントリー除外,5.0,-1.0,5,855864,0.059,10.54,73.02,0.0293,855864,10.54,73.02,24.9,0.059,2.0149,0.0293,50506.4,111953,0.0518,11.64,74.56,True
㊷ 直近5日-5% + RSI5<20,7.0,-1.0,2,3526,0.059,5.5,72.46,0.0272,3526,5.5,72.46,24.36,0.059,2.1725,0.0272,208.1,561,0.1497,5.7,70.77,True
㉓ 水・木のみ,7.0,-2.0,2,428380,0.0589,3.03,33.88,0.027,428380,3.03,33.88,44.09,0.0589,2.1836,0.027,25247.6,56155,0.0457,3.87,38.34,True
㉛ 高位株(3000円〜),7.0,-3.0,3,153282,0.0589,5.36,27.5,0.0211,153282,5.36,27.5,46.23,0.0589,2.7933,0.0211,9028.1,37343,0.1779,8.41,32.28,True
㉔ RSI5<20 + 月曜除外,3.0,-1.0,3,9742,0.0588,17.92,63.49,0.037,9742,17.92,63.49,32.44,0.0588,1.5877,0.037,572.4,1330,0.1751,20.83,61.73,True
㊱ MA200割れ(-10%以下),10.0,-3.0,2,156276,0.0588,2.34,24.79,0.0207,156276,2.34,24.79,44.77,0.0588,2.8408,0.0207,9183.8,13744,-0.1336,2.77,31.76,False
② RSI5 < 40（現行）,7.0,-3.0,3,101385,0.0588,5.44,27.35,0.0211,101385,5.44,27.35,46.28,0.0588,2.7818,0.0211,5959.3,14065,0.1518,6.33,29.46,True
① 全シグナル（ベースライン）,10.0,-1.0,3,1050137,0.0588,1.52,67.41,0.0282,1050137,1.52,67.41,28.26,0.0588,2.0834,0.0282,61788.2,137881,0.0974,2.11,69.27,True
⑯ RSI5<20 + DVS>0,7.0,-5.0,3,6328,0.0588,7.19,13.56,0.0181,6328,7.19,13.56,49.45,0.0588,3.2525,0.0181,372.4,869,0.3129,8.52,15.42,True
㊲ MA200上方(+5%以上),5.0,-2.0,5,414127,0.0587,16.93,55.75,0.0215,414127,16.93,55.75,37.42,0.0587,2.7309,0.0215,24310.7,86037,0.1461,19.5,56.11,True
⑨ DVS > 10,5.0,-3.0,5,873764,0.0587,17.42,36.76,0.0195,873764,17.42,36.76,45.13,0.0587,3.0189,0.0195,51331.1,115455,0.0828,20.68,40.5,True
⑥ RSI5 < 15,10.0,-3.0,2,5431,0.0585,2.26,21.3,0.022,5431,2.26,21.3,45.96,0.0585,2.6541,0.022,317.5,695,0.2945,2.16,20.86,True
㉚ 中位株(500〜3000円),10.0,-1.0,3,723405,0.0584,1.27,66.59,0.0288,723405,1.27,66.59,29.16,0.0584,2.0277,0.0288,42224.0,82792,0.1065,1.67,67.33,True
⑦ RSI5 < 10（極端売られすぎ）,10.0,-5.0,2,1909,0.0584,3.4,10.74,0.0187,1909,3.4,10.74,47.15,0.0584,3.1296,0.0187,111.5,228,0.6245,3.51,7.02,True
⑥ RSI5 < 15,3.0,-1.5,5,5431,0.0583,26.62,57.13,0.0295,5431,26.62,57.13,38.34,0.0583,1.9783,0.0295,316.7,664,0.2682,32.08,53.01,True
① 全シグナル（ベースライン）,5.0,-2.0,5,1050137,0.0581,15.07,52.27,0.022,1050137,15.07,52.27,38.53,0.0581,2.6356,0.022,61023.4,136883,0.0766,17.53,55.06,True
㉑ スコア>=20 + RSI5<20,3.0,-1.5,5,12034,0.058,27.18,57.55,0.0292,12034,27.18,57.55,38.06,0.058,1.9893,0.0292,698.0,1503,0.2264,31.54,53.89,True
⑤ RSI5 < 20（超売られすぎ）,3.0,-1.5,5,12034,0.058,27.18,57.55,0.0292,12034,27.18,57.55,38.06,0.058,1.9893,0.0292,698.0,1503,0.2264,31.54,53.89,True
㉑ スコア>=20 + RSI5<20,7.0,-1.0,2,12034,0.058,2.53,60.04,0.0323,12034,2.53,60.04,32.69,0.058,1.7928,0.0323,697.7,1563,0.1454,2.75,59.18,True
㊲ MA200上方(+5%以上),7.0,-1.5,3,414127,0.058,4.99,57.56,0.0245,414127,4.99,57.56,35.04,0.058,2.3723,0.0245,24021.0,86610,0.1446,6.43,58.41,True
⑤ RSI5 < 20（超売られすぎ）,7.0,-1.0,2,12034,0.058,2.53,60.04,0.0323,12034,2.53,60.04,32.69,0.058,1.7928,0.0323,697.7,1563,0.1454,2.75,59.18,True
⑦ RSI5 < 10（極端売られすぎ）,10.0,-1.5,1,1909,0.058,1.31,32.53,0.0309,1909,1.31,32.53,41.07,0.058,1.8761,0.0309,110.8,233,0.0389,0.43,30.9,True
㉓ 水・木のみ,3.0,-2.0,5,428380,0.058,31.0,48.17,0.0259,428380,31.0,48.17,43.83,0.058,2.2354,0.0259,24837.8,55659,-0.046,31.3,52.84,False
㊲ MA200上方(+5%以上),7.0,-2.0,3,414127,0.058,5.69,46.83,0.0222,414127,5.69,46.83,40.2,0.058,2.6113,0.0222,24035.4,86610,0.1531,7.39,48.72,True
㊷ 直近5日-5% + RSI5<20,5.0,-1.5,5,3526,0.0579,19.48,70.96,0.0221,3526,19.48,70.96,27.57,0.0579,2.6226,0.0221,204.3,547,0.2183,20.11,65.81,True
㉜ 水・木 + DVS>10,7.0,-1.5,2,357600,0.0579,2.71,45.34,0.0287,357600,2.71,45.34,40.28,0.0579,2.0133,0.0287,20691.5,47235,0.0788,3.57,48.01,True
③ RSI5 < 30,7.0,-5.0,3,43169,0.0579,6.18,11.93,0.0186,43169,6.18,11.93,49.27,0.0579,3.1184,0.0186,2500.3,5817,0.208,6.91,13.53,True
㉒ 月曜エントリー除外,7.0,-1.0,3,855864,0.0578,3.43,67.02,0.0294,855864,3.43,67.02,28.68,0.0578,1.9647,0.0294,49468.3,112949,0.0714,4.27,69.14,True
⑯ RSI5<20 + DVS>0,7.0,-2.0,2,6328,0.0578,3.81,35.4,0.0255,6328,3.81,35.4,43.03,0.0578,2.2696,0.0255,365.7,880,0.1335,4.66,37.16,True
㊴ 月末除外(最終2営業日を除く),7.0,-5.0,3,940499,0.0577,6.16,10.74,0.0188,940499,6.16,10.74,48.42,0.0577,3.0624,0.0188,54230.3,124727,0.0924,8.36,14.33,True
⑫ 出来高1.5倍以上,10.0,-1.0,3,150888,0.0577,2.91,73.66,0.0242,150888,2.91,73.66,23.37,0.0577,2.3828,0.0242,8710.9,19646,0.1694,4.03,74.36,True
㊷ 直近5日-5% + RSI5<20,10.0,-3.0,2,3526,0.0576,4.71,36.22,0.0168,3526,4.71,36.22,42.17,0.0576,3.4341,0.0168,203.0,561,0.2771,4.81,34.4,True
⑯ RSI5<20 + DVS>0,5.0,-1.5,3,6328,0.0576,9.29,53.75,0.0268,6328,9.29,53.75,37.03,0.0576,2.1481,0.0268,364.5,869,0.2248,10.47,51.44,True
㊸ 直近5日-3% + 月曜除外,7.0,-3.0,3,26510,0.0576,10.53,41.47,0.017,26510,10.53,41.47,42.66,0.0576,3.3989,0.017,1528.1,5275,-0.0297,10.31,44.13,False
⑧ DVS > 0（買い越し）,5.0,-5.0,5,960484,0.0574,19.32,17.89,0.0167,960484,19.32,17.89,49.7,0.0574,3.4445,0.0167,55162.0,126293,0.0943,23.36,21.51,True
⑲ RSI5<15 + DVS>0,5.0,-1.0,3,2700,0.0574,8.3,66.74,0.0306,2700,8.3,66.74,28.3,0.0574,1.8771,0.0306,155.0,388,0.1861,8.76,65.72,True
㉞ RSI5<10 + 水・木,3.0,-3.0,1,778,0.0574,11.57,11.44,0.0334,778,11.57,11.44,50.0,0.0574,1.717,0.0334,44.7,98,0.05,14.29,9.18,True
㉝ 水・木 + RSI5<20,1.5,-3.0,3,4841,0.0574,54.37,21.75,0.031,4841,54.37,21.75,62.53,0.0574,1.8536,0.031,278.0,691,0.249,59.77,19.25,True
㊲ MA200上方(+5%以上),7.0,-1.0,3,414127,0.0574,4.02,70.08,0.028,414127,4.02,70.08,26.97,0.0574,2.046,0.028,23764.9,86610,0.1099,5.02,70.45,True
㉙ 低位株(〜500円),10.0,-3.0,3,173450,0.0573,4.37,30.83,0.0177,173450,4.37,30.83,40.93,0.0573,3.2404,0.0177,9933.8,17746,-0.1342,6.47,42.62,False
⑧ DVS > 0（買い越し）,10.0,-5.0,3,960484,0.0573,2.92,11.07,0.0177,960484,2.92,11.07,47.79,0.0573,3.2405,0.0177,55076.9,127120,0.1036,4.4,15.01,True
㉔ RSI5<20 + 月曜除外,5.0,-3.0,2,9742,0.0573,7.69,20.33,0.0246,9742,7.69,20.33,47.94,0.0573,2.3336,0.0246,558.4,1330,0.1851,9.92,20.83,True
㊹ 直近5日-5% + 水・木,7.0,-1.5,5,4781,0.0573,13.64,75.9,0.0188,4781,13.64,75.9,22.76,0.0573,3.0526,0.0188,273.8,1003,-0.1945,10.97,77.97,False
⑥ RSI5 < 15,7.0,-1.5,2,5431,0.0573,3.41,45.98,0.0276,5431,3.41,45.98,39.26,0.0573,2.0795,0.0276,311.2,695,0.2052,4.46,45.32,True
⑧ DVS > 0（買い越し）,10.0,-1.0,3,960484,0.0573,1.53,67.5,0.0275,960484,1.53,67.5,28.22,0.0573,2.0832,0.0275,55053.9,127120,0.0977,2.14,69.36,True
⑯ RSI5<20 + DVS>0,5.0,-3.0,3,6328,0.0572,12.17,28.84,0.0213,6328,12.17,28.84,47.16,0.0572,2.6905,0.0213,362.0,869,0.3328,14.73,28.77,True
㉖ 直近5日-3%以下,10.0,-1.0,2,32717,0.0571,1.9,71.2,0.0258,32717,1.9,71.2,25.68,0.0571,2.2159,0.0258,1867.9,6152,0.0133,2.16,72.48,True
㊴ 月末除外(最終2営業日を除く),7.0,-1.5,3,940499,0.0571,4.25,53.51,0.0253,940499,4.25,53.51,36.62,0.0571,2.2598,0.0253,53668.8,124727,0.093,5.41,56.39,True
㊶ 直近5日-5% + DVS>0,10.0,-2.0,1,7435,0.0571,2.31,39.19,0.0222,7435,2.31,39.19,40.13,0.0571,2.5755,0.0222,424.4,1664,0.1137,3.12,39.6,True
③ RSI5 < 30,5.0,-1.0,3,43169,0.0571,7.14,66.02,0.0312,43169,7.14,66.02,29.55,0.0571,1.83,0.0312,2466.2,5817,0.1152,7.67,65.36,True
⑥ RSI5 < 15,3.0,-3.0,5,5431,0.057,34.76,34.71,0.022,5431,34.76,34.71,51.13,0.057,2.5965,0.022,309.6,664,0.4499,42.77,29.52,True
㉓ 水・木のみ,3.0,-3.0,5,428380,0.057,35.15,33.54,0.022,428380,35.15,33.54,50.58,0.057,2.5875,0.022,24407.8,55659,-0.0706,36.26,39.0,False
㊷ 直近5日-5% + RSI5<20,7.0,-1.5,2,3526,0.057,7.01,61.29,0.0225,3526,7.01,61.29,31.91,0.057,2.5411,0.0225,201.2,561,0.1748,6.95,59.0,True
㊶ 直近5日-5% + DVS>0,10.0,-1.5,3,7435,0.0569,6.09,74.62,0.0175,7435,6.09,74.62,23.15,0.0569,3.2496,0.0175,423.3,1628,-0.1076,5.59,76.54,False
⑮ 52週安値圏40%以内,10.0,-1.0,3,397726,0.0568,1.6,66.95,0.0272,397726,1.6,66.95,28.11,0.0568,2.0876,0.0272,22606.0,29280,-0.0227,2.05,71.15,False
⑭ 52週安値圏20%以内,7.0,-5.0,3,180210,0.0568,7.23,12.24,0.0177,180210,7.23,12.24,47.66,0.0568,3.2025,0.0177,10236.7,13293,-0.2411,8.43,17.57,False
㉔ RSI5<20 + 月曜除外,3.0,-3.0,3,9742,0.0566,26.85,26.32,0.0241,9742,26.85,26.32,50.99,0.0566,2.3486,0.0241,551.1,1330,0.2851,30.9,25.64,True
㉓ 水・木のみ,7.0,-3.0,2,428380,0.0566,3.45,19.18,0.0235,428380,3.45,19.18,47.2,0.0566,2.4065,0.0235,24226.6,56155,0.0319,4.51,23.74,True
㉔ RSI5<20 + 月曜除外,3.0,-1.5,3,9742,0.0565,21.74,51.14,0.0303,9742,21.74,51.14,40.59,0.0565,1.8623,0.0303,550.0,1330,0.2231,25.04,48.35,True
⑥ RSI5 < 15,7.0,-2.0,2,5431,0.0565,3.87,35.09,0.0249,5431,3.87,35.09,42.92,0.0565,2.2645,0.0249,306.6,695,0.2721,5.61,34.1,True
㉞ RSI5<10 + 水・木,1.5,-1.5,5,778,0.0564,48.33,44.73,0.0387,778,48.33,44.73,51.67,0.0564,1.4583,0.0387,43.9,95,0.2067,52.63,37.89,True
㉕ RSI5<15 + DVS>0 + 月曜除外,5.0,-1.0,3,2195,0.0564,7.7,65.88,0.0305,2195,7.7,65.88,29.02,0.0564,1.8482,0.0305,123.8,329,0.2384,9.42,64.74,True
㉜ 水・木 + DVS>10,7.0,-2.0,2,357600,0.0563,3.05,34.0,0.0258,357600,3.05,34.0,44.02,0.0563,2.1864,0.0258,20137.7,47235,0.0711,4.03,37.88,True
㉟ MA200割れ(-5%以下),5.0,-1.0,5,269062,0.0563,11.3,74.35,0.0275,269062,11.3,74.35,23.8,0.0563,2.0487,0.0275,15148.8,21872,-0.0545,11.31,78.11,False
㉔ RSI5<20 + 月曜除外,5.0,-2.0,2,9742,0.0563,6.77,34.49,0.0268,9742,6.77,34.49,44.45,0.0563,2.1002,0.0268,548.5,1330,0.1757,9.17,34.96,True
④ RSI5 < 25,3.0,-2.0,5,23523,0.0562,30.75,48.56,0.0251,23523,30.75,48.56,44.07,0.0562,2.2355,0.0251,1321.2,3072,0.1985,33.98,46.09,True
⑨ DVS > 10,10.0,-1.0,3,873764,0.0561,1.53,67.6,0.0269,873764,1.53,67.6,28.18,0.0561,2.0834,0.0269,49008.9,116180,0.0972,2.16,69.43,True
⑲ RSI5<15 + DVS>0,7.0,-5.0,3,2700,0.0561,8.22,14.59,0.0167,2700,8.22,14.59,48.7,0.0561,3.3522,0.0167,151.4,388,0.3449,10.82,16.75,True
㉗ 直近5日-5%以下,10.0,-5.0,5,12045,0.056,15.02,42.44,0.0101,12045,15.02,42.44,42.85,0.056,5.5609,0.0101,675.1,2370,-0.6391,14.01,49.28,False
㊺ 直近5日-5% + DVS>0 + 月曜除外,10.0,-1.0,2,6080,0.0559,3.49,78.59,0.0219,6080,3.49,78.59,19.9,0.0559,2.5501,0.0219,339.9,1380,-0.0687,3.55,81.01,False
⑩ DVS > 20（強い買い越し）,10.0,-5.0,3,720307,0.0559,3.05,11.26,0.0171,720307,3.05,11.26,47.67,0.0559,3.2685,0.0171,40245.7,94295,0.094,4.73,15.36,True
㊸ 直近5日-3% + 月曜除外,10.0,-2.0,2,26510,0.0559,2.73,48.89,0.0198,26510,2.73,48.89,38.69,0.0559,2.8286,0.0198,1481.6,5277,-0.0726,2.77,51.26,False
㉘ 直近5日-10%以下,5.0,-1.0,1,3136,0.0558,8.67,62.47,0.0304,3136,8.67,62.47,29.66,0.0558,1.8376,0.0304,175.0,706,-0.0677,6.09,62.75,False
⑧ DVS > 0（買い越し）,5.0,-2.0,5,960484,0.0557,15.06,52.37,0.0211,960484,15.06,52.37,38.5,0.0557,2.6358,0.0211,53500.3,126293,0.0792,17.59,55.05,True
⑩ DVS > 20（強い買い越し）,10.0,-1.0,3,720307,0.0556,1.59,67.88,0.0265,720307,1.59,67.88,27.97,0.0556,2.0962,0.0265,40075.2,94295,0.0961,2.26,69.81,True
⑮ 52週安値圏40%以内,7.0,-3.0,3,397726,0.0554,5.81,26.64,0.0199,397726,5.81,26.64,45.25,0.0554,2.7841,0.0199,22017.9,29280,-0.1613,7.17,34.69,False
㉝ 水・木 + RSI5<20,1.5,-2.0,5,4841,0.0553,54.7,37.64,0.0332,4841,54.7,37.64,57.9,0.0553,1.6676,0.0332,267.9,669,0.2448,60.39,32.59,True
㉓ 水・木のみ,3.0,-1.5,5,428380,0.0553,27.35,57.66,0.0277,428380,27.35,57.66,37.87,0.0553,1.9916,0.0277,23674.0,55659,-0.0229,27.32,61.31,False
㊱ MA200割れ(-10%以下),5.0,-1.0,5,156276,0.0553,12.73,76.55,0.0262,156276,12.73,76.55,22.16,0.0553,2.1098,0.0262,8644.0,13522,-0.0321,12.9,79.63,False
㊲ MA200上方(+5%以上),5.0,-1.5,5,414127,0.0553,14.7,65.08,0.0226,414127,14.7,65.08,31.41,0.0553,2.4418,0.0226,22889.0,86037,0.1298,16.73,64.75,True
⑪ ブレイクアウトあり,10.0,-5.0,5,246466,0.0552,5.57,20.05,0.0137,246466,5.57,20.05,46.78,0.0552,4.0345,0.0137,13608.8,33157,0.1288,8.75,25.19,True
③ RSI5 < 30,10.0,-1.0,2,43169,0.055,0.9,59.89,0.0299,43169,0.9,59.89,32.89,0.055,1.8391,0.0299,2375.2,5881,0.0824,0.99,60.28,True
㉔ RSI5<20 + 月曜除外,5.0,-1.0,2,9742,0.0549,4.93,59.16,0.0329,9742,4.93,59.16,33.56,0.0549,1.6681,0.0329,535.0,1330,0.157,6.84,59.17,True
㊶ 直近5日-5% + DVS>0,7.0,-1.5,1,7435,0.0549,4.22,49.67,0.0248,7435,4.22,49.67,36.62,0.0549,2.2116,0.0248,407.9,1664,0.057,4.57,48.8,True
⑮ 52週安値圏40%以内,5.0,-1.5,5,397726,0.0548,13.11,61.39,0.0232,397726,13.11,61.39,32.75,0.0548,2.3564,0.0232,21787.8,28983,-0.0984,13.39,66.57,False
